País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Bolivia (Estado Plurinacional de),Rural,Total,2002,26,,BOL,62.8
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2002,26,,BOL,60.2
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2002,26,,BOL,66.7
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2002,26,,BOL,59.4
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2002,26,,BOL,71.6
Bolivia (Estado Plurinacional de),Urbana,Total,2002,26,,BOL,59.6
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2004,26,,BOL,74.9
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2004,26,,BOL,71.6
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2004,26,,BOL,67.6
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2004,26,,BOL,70.1
Bolivia (Estado Plurinacional de),Nacional,Total,2004,26,,BOL,69.6
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2004,26,,BOL,68.6
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2004,26,,BOL,77.2
Bolivia (Estado Plurinacional de),Rural,13 años y más,2004,26,,BOL,91.5
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2004,26,,BOL,67.5
Bolivia (Estado Plurinacional de),Rural,Total,2004,26,,BOL,70.4
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2004,26,,BOL,64.6
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2004,26,,BOL,68.9
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2004,26,,BOL,64.7
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2004,26,,BOL,66.7
Bolivia (Estado Plurinacional de),Urbana,Total,2004,26,,BOL,63.7
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2005,26,,BOL,68.4
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2005,26,,BOL,64
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2005,26,,BOL,63.3
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2005,26,,BOL,53.1
Bolivia (Estado Plurinacional de),Nacional,Total,2005,26,,BOL,69.3
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2005,26,,BOL,60.2
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2005,26,,BOL,64.7
Bolivia (Estado Plurinacional de),Rural,13 años y más,2005,26,,BOL,87.1
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2005,26,,BOL,49.8
Bolivia (Estado Plurinacional de),Rural,Total,2005,26,,BOL,62.9
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2005,26,,BOL,61.6
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2005,26,,BOL,63.1
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2005,26,,BOL,61.5
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2005,26,,BOL,51.2
Bolivia (Estado Plurinacional de),Urbana,Total,2005,26,,BOL,64.7
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2006,26,,BOL,69.2
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2006,26,,BOL,61.8
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2006,26,,BOL,56.6
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2006,26,,BOL,59.4
Bolivia (Estado Plurinacional de),Nacional,Total,2006,26,,BOL,69.3
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2006,26,,BOL,61.5
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2006,26,,BOL,68.8
Bolivia (Estado Plurinacional de),Rural,13 años y más,2006,26,,BOL,71
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2006,26,,BOL,61
Bolivia (Estado Plurinacional de),Rural,Total,2006,26,,BOL,77.8
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2006,26,,BOL,59
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2006,26,,BOL,60.1
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2006,26,,BOL,56.2
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2006,26,,BOL,51.7
Bolivia (Estado Plurinacional de),Urbana,Total,2006,26,,BOL,59.9
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2007,26,,BOL,56.5
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2007,26,,BOL,70.4
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2007,26,,BOL,68
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2007,26,,BOL,60.5
Bolivia (Estado Plurinacional de),Nacional,Total,2007,26,,BOL,66.3
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2007,26,,BOL,57.5
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2007,26,,BOL,45.2
Bolivia (Estado Plurinacional de),Rural,13 años y más,2007,26,,BOL,119.5
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2007,26,,BOL,50.2
Bolivia (Estado Plurinacional de),Rural,Total,2007,26,,BOL,61.5
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2007,26,,BOL,46.9
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2007,26,,BOL,73.3
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2007,26,,BOL,64.7
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2007,26,,BOL,56.5
Bolivia (Estado Plurinacional de),Urbana,Total,2007,26,,BOL,62.3
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2008,26,,BOL,61.2
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2008,26,,BOL,64.3
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2008,26,,BOL,66.7
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2008,26,,BOL,61.3
Bolivia (Estado Plurinacional de),Nacional,Total,2008,26,,BOL,65.6
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2008,26,,BOL,51.4
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2008,26,,BOL,56.2
Bolivia (Estado Plurinacional de),Rural,13 años y más,2008,26,,BOL,75.1
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2008,26,,BOL,82.2
Bolivia (Estado Plurinacional de),Rural,Total,2008,26,,BOL,61.3
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2008,26,,BOL,55.2
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2008,26,,BOL,64
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2008,26,,BOL,65.7
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2008,26,,BOL,52.9
Bolivia (Estado Plurinacional de),Urbana,Total,2008,26,,BOL,62
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2009,26,,BOL,78.5
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2009,26,,BOL,58.1
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2009,26,,BOL,68.6
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2009,26,,BOL,89.2
Bolivia (Estado Plurinacional de),Nacional,Total,2009,26,,BOL,71.8
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2009,26,,BOL,64
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2009,26,,BOL,61.5
Bolivia (Estado Plurinacional de),Rural,13 años y más,2009,26,,BOL,91.1
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2009,26,,BOL,77
Bolivia (Estado Plurinacional de),Rural,Total,2009,26,,BOL,73.7
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2009,26,,BOL,69
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2009,26,,BOL,56.1
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2009,26,,BOL,67
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2009,26,,BOL,87
Bolivia (Estado Plurinacional de),Urbana,Total,2009,26,,BOL,66.9
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2011,26,,BOL,68.9
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2011,26,,BOL,62.5
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2011,26,,BOL,72.1
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2011,26,,BOL,69.5
Bolivia (Estado Plurinacional de),Nacional,Total,2011,26,,BOL,70.1
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2011,26,,BOL,59.8
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2011,26,,BOL,56.6
Bolivia (Estado Plurinacional de),Rural,13 años y más,2011,26,,BOL,78.7
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2011,26,,BOL,62.5
Bolivia (Estado Plurinacional de),Rural,Total,2011,26,,BOL,62.6
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2011,26,,BOL,62.7
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2011,26,,BOL,63
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2011,26,,BOL,71.6
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2011,26,,BOL,68.9
Bolivia (Estado Plurinacional de),Urbana,Total,2011,26,,BOL,68.2
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2012,26,,BOL,69.3
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2012,26,,BOL,62.5
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2012,26,,BOL,73.7
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2012,26,,BOL,60.5
Bolivia (Estado Plurinacional de),Nacional,Total,2012,26,,BOL,69.2
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2012,26,,BOL,64.3
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2012,26,,BOL,53.1
Bolivia (Estado Plurinacional de),Rural,13 años y más,2012,26,,BOL,104.6
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2012,26,,BOL,60.4
Bolivia (Estado Plurinacional de),Rural,Total,2012,26,,BOL,67.3
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2012,26,,BOL,61
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2012,26,,BOL,62.2
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2012,26,,BOL,71.3
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2012,26,,BOL,57.9
Bolivia (Estado Plurinacional de),Urbana,Total,2012,26,,BOL,65.7
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2013,26,,BOL,65.3
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2013,26,,BOL,67.8
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2013,26,,BOL,73.5
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2013,26,,BOL,62.7
Bolivia (Estado Plurinacional de),Nacional,Total,2013,26,,BOL,70.5
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2013,26,,BOL,56.3
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2013,26,,BOL,64.3
Bolivia (Estado Plurinacional de),Rural,13 años y más,2013,26,,BOL,99.4
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2013,26,,BOL,54.7
Bolivia (Estado Plurinacional de),Rural,Total,2013,26,,BOL,63.7
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2013,26,,BOL,56.3
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2013,26,,BOL,66.6
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2013,26,,BOL,71.9
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2013,26,,BOL,60.1
Bolivia (Estado Plurinacional de),Urbana,Total,2013,26,,BOL,67.3
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2014,26,,BOL,82
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2014,26,,BOL,69.7
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2014,26,,BOL,73.2
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2014,26,,BOL,63.7
Bolivia (Estado Plurinacional de),Nacional,Total,2014,26,,BOL,73.7
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2014,26,,BOL,75.7
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2014,26,,BOL,80.7
Bolivia (Estado Plurinacional de),Rural,13 años y más,2014,26,,BOL,67.4
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2014,26,,BOL,48.9
Bolivia (Estado Plurinacional de),Rural,Total,2014,26,,BOL,65.1
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2014,26,,BOL,67
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2014,26,,BOL,67.7
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2014,26,,BOL,73.4
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2014,26,,BOL,66.2
Bolivia (Estado Plurinacional de),Urbana,Total,2014,26,,BOL,70.4
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2015,26,,BOL,79.1
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2015,26,,BOL,74
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2015,26,,BOL,83
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2015,26,,BOL,67.8
Bolivia (Estado Plurinacional de),Nacional,Total,2015,26,,BOL,78.9
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2015,26,,BOL,76.5
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2015,26,,BOL,69.5
Bolivia (Estado Plurinacional de),Rural,13 años y más,2015,26,,BOL,78.3
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2015,26,,BOL,63.5
Bolivia (Estado Plurinacional de),Rural,Total,2015,26,,BOL,72.3
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2015,26,,BOL,67.7
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2015,26,,BOL,72.5
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2015,26,,BOL,83.4
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2015,26,,BOL,65.8
Bolivia (Estado Plurinacional de),Urbana,Total,2015,26,,BOL,76
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2016,26,,BOL,70
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2016,26,,BOL,69
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2016,26,,BOL,76.2
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2016,26,,BOL,69.7
Bolivia (Estado Plurinacional de),Nacional,Total,2016,26,,BOL,73.4
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2016,26,,BOL,55.6
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2016,26,,BOL,61.7
Bolivia (Estado Plurinacional de),Rural,13 años y más,2016,26,,BOL,94.6
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2016,26,,BOL,80.1
Bolivia (Estado Plurinacional de),Rural,Total,2016,26,,BOL,67.9
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2016,26,,BOL,67.8
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2016,26,,BOL,68.1
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2016,26,,BOL,74.5
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2016,26,,BOL,63.6
Bolivia (Estado Plurinacional de),Urbana,Total,2016,26,,BOL,71.1
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2017,26,,BOL,68.6
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2017,26,,BOL,73
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2017,26,,BOL,79.8
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2017,26,,BOL,71.4
Bolivia (Estado Plurinacional de),Nacional,Total,2017,26,,BOL,76.7
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2017,26,,BOL,60.9
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2017,26,,BOL,63.9
Bolivia (Estado Plurinacional de),Rural,13 años y más,2017,26,,BOL,97.7
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2017,26,,BOL,66.7
Bolivia (Estado Plurinacional de),Rural,Total,2017,26,,BOL,68.6
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2017,26,,BOL,61.4
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2017,26,,BOL,72.3
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2017,26,,BOL,78.5
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2017,26,,BOL,68.3
Bolivia (Estado Plurinacional de),Urbana,Total,2017,26,,BOL,74
Bolivia (Estado Plurinacional de),Nacional,0 a 5 años,2018,26,,BOL,75.7
Bolivia (Estado Plurinacional de),Nacional,10 a 12 años,2018,26,,BOL,71.7
Bolivia (Estado Plurinacional de),Nacional,13 años y más,2018,26,,BOL,85.6
Bolivia (Estado Plurinacional de),Nacional,6 a 9 años,2018,26,,BOL,73.4
Bolivia (Estado Plurinacional de),Nacional,Total,2018,26,,BOL,80.5
Bolivia (Estado Plurinacional de),Rural,0 a 5 años,2018,26,,BOL,63.8
Bolivia (Estado Plurinacional de),Rural,10 a 12 años,2018,26,,BOL,62.7
Bolivia (Estado Plurinacional de),Rural,13 años y más,2018,26,,BOL,109.5
Bolivia (Estado Plurinacional de),Rural,6 a 9 años,2018,26,,BOL,58.5
Bolivia (Estado Plurinacional de),Rural,Total,2018,26,,BOL,71.6
Bolivia (Estado Plurinacional de),Urbana,0 a 5 años,2018,26,,BOL,67.1
Bolivia (Estado Plurinacional de),Urbana,10 a 12 años,2018,26,,BOL,70.2
Bolivia (Estado Plurinacional de),Urbana,13 años y más,2018,26,,BOL,83.7
Bolivia (Estado Plurinacional de),Urbana,6 a 9 años,2018,26,,BOL,70
Bolivia (Estado Plurinacional de),Urbana,Total,2018,26,,BOL,76.7
Brasil,Nacional,0 a 5 años,2001,26,8608,BRA,58.9
Brasil,Nacional,10 a 12 años,2001,26,8608,BRA,56.1
Brasil,Nacional,13 años y más,2001,26,8608,BRA,54.3
Brasil,Nacional,6 a 9 años,2001,26,8608,BRA,56.3
Brasil,Nacional,Total,2001,26,8608,BRA,69.7
Brasil,Rural,0 a 5 años,2001,26,8608,BRA,53.3
Brasil,Rural,10 a 12 años,2001,26,8608,BRA,45.8
Brasil,Rural,13 años y más,2001,26,8608,BRA,52.8
Brasil,Rural,6 a 9 años,2001,26,8608,BRA,52.7
Brasil,Rural,Total,2001,26,8608,BRA,63
Brasil,Urbana,0 a 5 años,2001,26,8608,BRA,56.6
Brasil,Urbana,10 a 12 años,2001,26,8608,BRA,56.5
Brasil,Urbana,13 años y más,2001,26,8608,BRA,54.4
Brasil,Urbana,6 a 9 años,2001,26,8608,BRA,56.1
Brasil,Urbana,Total,2001,26,8608,BRA,66.2
Brasil,Nacional,0 a 5 años,2002,26,8608,BRA,58.5
Brasil,Nacional,10 a 12 años,2002,26,8608,BRA,56.5
Brasil,Nacional,13 años y más,2002,26,8608,BRA,56.6
Brasil,Nacional,6 a 9 años,2002,26,8608,BRA,55.3
Brasil,Nacional,Total,2002,26,8608,BRA,70.2
Brasil,Rural,0 a 5 años,2002,26,8608,BRA,55.3
Brasil,Rural,10 a 12 años,2002,26,8608,BRA,55.4
Brasil,Rural,13 años y más,2002,26,8608,BRA,47
Brasil,Rural,6 a 9 años,2002,26,8608,BRA,48.7
Brasil,Rural,Total,2002,26,8608,BRA,65.2
Brasil,Urbana,0 a 5 años,2002,26,8608,BRA,55.4
Brasil,Urbana,10 a 12 años,2002,26,8608,BRA,56.5
Brasil,Urbana,13 años y más,2002,26,8608,BRA,56.8
Brasil,Urbana,6 a 9 años,2002,26,8608,BRA,55.3
Brasil,Urbana,Total,2002,26,8608,BRA,66.5
Brasil,Nacional,0 a 5 años,2003,26,8608,BRA,58.2
Brasil,Nacional,10 a 12 años,2003,26,8608,BRA,57.4
Brasil,Nacional,13 años y más,2003,26,8608,BRA,54.2
Brasil,Nacional,6 a 9 años,2003,26,8608,BRA,56.7
Brasil,Nacional,Total,2003,26,8608,BRA,69.7
Brasil,Rural,0 a 5 años,2003,26,8608,BRA,52.5
Brasil,Rural,10 a 12 años,2003,26,8608,BRA,47.4
Brasil,Rural,13 años y más,2003,26,8608,BRA,39
Brasil,Rural,6 a 9 años,2003,26,8608,BRA,52.9
Brasil,Rural,Total,2003,26,8608,BRA,61.4
Brasil,Urbana,0 a 5 años,2003,26,8608,BRA,56.3
Brasil,Urbana,10 a 12 años,2003,26,8608,BRA,57.7
Brasil,Urbana,13 años y más,2003,26,8608,BRA,54.5
Brasil,Urbana,6 a 9 años,2003,26,8608,BRA,56.5
Brasil,Urbana,Total,2003,26,8608,BRA,66.5
Brasil,Nacional,0 a 5 años,2004,26,8608,BRA,59.1
Brasil,Nacional,10 a 12 años,2004,26,8608,BRA,57.1
Brasil,Nacional,13 años y más,2004,26,8608,BRA,54.6
Brasil,Nacional,6 a 9 años,2004,26,8608,BRA,56.4
Brasil,Nacional,Total,2004,26,8608,BRA,69.4
Brasil,Rural,0 a 5 años,2004,26,8608,BRA,54.3
Brasil,Rural,10 a 12 años,2004,26,8608,BRA,48.1
Brasil,Rural,13 años y más,2004,26,8608,BRA,30.7
Brasil,Rural,6 a 9 años,2004,26,8608,BRA,52.8
Brasil,Rural,Total,2004,26,8608,BRA,61.7
Brasil,Urbana,0 a 5 años,2004,26,8608,BRA,57.3
Brasil,Urbana,10 a 12 años,2004,26,8608,BRA,57.5
Brasil,Urbana,13 años y más,2004,26,8608,BRA,55.1
Brasil,Urbana,6 a 9 años,2004,26,8608,BRA,56.2
